,artist,tempo,duration,loudness
123,LE SSERAFIM,115.25975000000001,187828.75,-4.900250000000001
124,Capital Cities,117.956,192789.0,-4.852
125,blink-182,145.4237777777778,190018.27777777778,-4.930555555555555
126,ABBA,121.81245161290323,238835.90322580645,-8.150967741935483
127,The Rare Occasions,159.488,195120.0,-3.825
128,TV Girl,107.82866666666666,193581.33333333334,-5.954000000000001
129,Burna Boy,108.44867857142857,183647.25,-7.400607142857142
130,Mac DeMarco,111.4005,211284.0,-7.8705
131,Aerosmith,127.87371428571427,298086.4285714286,-5.802214285714285
132,Vundabar,82.102,210139.5,-5.247
133,Anne-Marie,124.16285714285713,184924.2857142857,-4.589285714285714
134,Red Hot Chili Peppers,117.85027272727274,257798.72727272726,-6.170363636363636
135,Ice Cube,110.24974999999999,246456.25,-7.00575
136,Stray Kids,123.74159090909089,189126.22727272726,-3.2764090909090906
137,Calvin Harris,125.9645,218996.25,-3.776
138,Chord Overstreet,129.08225000000002,208726.875,-9.965
139,Jax,145.76266666666666,173762.77777777778,-8.40011111111111
140,The Beatles,122.11902684563759,172423.69127516777,-9.228369127516778
141,Tiësto,121.49975,166778.375,-4.833375
142,Troye Sivan,82.638,202503.66666666666,-6.512666666666667
143,Bryan Adams,118.01961538461536,276895.6923076923,-8.32676923076923
144,The Cranberries,130.3885,288613.0,-7.8145
145,Daddy Yankee,121.19863636363638,211622.27272727274,-4.086454545454545
146,Train,97.012,216773.0,-4.44
147,MKTO,102.071,175426.0,-4.689
148,Evanescence,130.11775,208039.75,-4.4342500000000005
149,Ricky Montgomery,160.0305,233233.0,-5.833
150,Beach Bunny,136.967,149359.0,-5.4526666666666666
151,New West,119.948,220750.0,-8.043
152,Queen,117.11275,266974.875,-7.2947500000000005
153,Vance Joy,122.79177777777778,225029.77777777778,-6.140888888888888
154,BØRNS,120.041,218106.0,-7.627
155,Luke Combs,119.10066666666667,216719.66666666666,-5.585333333333334
156,NMIXX,165.67950000000002,169341.0,-3.6245000000000003
157,Cole Swindell,135.95933333333332,202986.0,-3.3183333333333334
158,Rauw Alejandro,115.025,182154.5,-3.6020000000000003
159,Sia,121.45525,202859.5,-4.896
160,Kodaline,153.7395,254466.0,-7.821
161,Regard,117.948,157605.0,-4.258
162,Jason Derulo,111.84,170718.6,-4.0362
163,Hoobastank,126.79499999999999,199664.57142857142,-4.699857142857143
164,Jimmy Eat World,135.98250000000002,212423.27272727274,-6.30559090909091
165,Lil Tjay,125.58458333333334,182589.66666666666,-8.868833333333333
166,The Kid LAROI,86.785,163082.5,-6.0075
167,Sleepy Hallow,80.511,123986.0,-5.865
168,The Offspring,114.52183333333333,196586.16666666666,-4.570333333333334
169,Sufjan Stevens,136.40628571428573,237584.85714285713,-19.765571428571427
170,Tom Rosenthal,116.12933333333334,168829.66666666666,-13.918444444444443
171,Lauren Spencer Smith,101.55099999999999,180393.75,-8.088
172,Bring Me The Horizon,135.89606976744182,241722.13953488372,-4.38553488372093
173,Metallica,126.55415384615384,374829.26923076925,-6.560038461538463
174,King,113.4395882352941,211820.82352941178,-7.039176470588235
175,Clairo,124.878,189544.33333333334,-11.759833333333333
176,Maluma,134.26242857142856,191830.42857142858,-4.056
177,JVKE,128.1953,165025.6,-5.1678
178,Aditya A,103.0755,129754.75,-9.835749999999999
179,Christina Perri,128.26999999999998,218451.0,-10.052
180,Dire Straits,148.174,348400.0,-10.023
181,Ava Max,137.510125,179414.875,-4.09775
182,Akon,110.96733333333334,238346.33333333334,-5.991333333333333
183,The Smiths,127.46491666666667,245821.91666666666,-7.7
184,Amy Winehouse,103.07715384615386,208162.76923076922,-11.047615384615385
185,Anuel AA,132.0175,209447.25,-4.64225
186,Liana Flores,137.35,161929.0,-20.149
187,Cults,163.378,223746.0,-5.93
188,Green Day,124.077,253689.55,-4.3208
189,blackbear,114.95142857142856,188654.57142857142,-6.384857142857143
190,Lynyrd Skynyrd,109.26100000000001,321066.2,-8.5612
191,My Chemical Romance,137.4108076923077,234175.15384615384,-4.035576923076923
192,Chris Stapleton,48.718,293293.0,-10.888
193,Sebastian Yatra,128.69966666666667,190417.66666666666,-4.455
194,Demi Lovato,121.10233333333333,223190.33333333334,-5.417999999999999
195,Jonas Brothers,137.958,181026.0,-5.065
196,Selena Gomez & The Scene,109.01400000000001,192033.0,-3.3925
197,Backstreet Boys,99.039,213306.0,-5.83
198,Nessa Barrett,120.20475,159625.75,-6.437749999999999
199,5 Seconds of Summer,129.6525,204152.0,-4.0535
200,MAGIC!,140.00549999999998,212820.0,-4.735
201,Milky Chance,117.5065,245328.0,-7.9215
202,Ali Gatie,95.971,212606.0,-6.972
203,Danny Ocean,98.4435,176656.0,-5.021
204,Nickelback,136.11100000000002,222318.92592592593,-4.5906666666666665
205,The Verve,171.17399999999998,357266.0,-6.0055
206,Axwell /\ Ingrosso,123.077,203000.0,-4.973
207,Van Morrison,150.566,183306.0,-10.964
208,Duncan Laurence,71.884,183624.0,-12.603
209,Ben E. King,118.28474999999999,182011.75,-8.35425
210,Papa Roach,104.87833333333333,211979.66666666666,-4.174
211,Madison Beer,138.05933333333334,180392.66666666666,-7.030666666666666
212,Myke Towers,94.98,219789.0,-6.009
213,Slipknot,117.97919999999999,255812.25,-3.65575
214,Alan Walker,144.58337500000002,202241.625,-5.460125
215,Sasha Alex Sloan,86.47933333333333,199239.66666666666,-9.272666666666668
216,Rage Against The Machine,119.61066666666666,249746.33333333334,-5.756666666666667
217,Joy Again,100.721,179499.0,-5.028
218,Melanie Martinez,141.443375,212316.625,-5.966374999999999
219,Neon Trees,151.4755,194793.0,-4.741
220,The Fray,119.6855,243146.3,-6.9236
221,Elvis Presley,107.87540740740742,167777.53086419753,-11.735148148148149
222,Jason Mraz,118.01110714285713,233039.60714285713,-7.878035714285715
223,The Notorious B.I.G.,110.36519047619046,255814.19047619047,-5.603142857142856
224,Carly Rae Jepsen,116.029,203538.66666666666,-5.675333333333334
225,Declan McKenna,121.079,252306.0,-5.213
226,MC Kevin o Chris,135.136,239999.0,-5.708
227,AJR,162.22299999999998,206900.33333333334,-4.972666666666666
228,Snow Patrol,104.011,267960.0,-4.53
229,Plain White T's,122.117,210368.66666666666,-8.522333333333334
230,3 Doors Down,126.03691666666664,242485.16666666666,-5.715333333333334
231,Fall Out Boy,136.78916666666663,211245.61111111112,-3.981
232,girl in red,147.17866666666666,184963.0,-13.405666666666667
233,Suki Waterhouse,149.971,214800.0,-9.076
234,The Rolling Stones,124.8615,266712.82352941175,-7.149235294117648
235,Of Monsters and Men,107.33500000000001,272486.5,-6.118499999999999
236,Michael Jackson,118.36815384615385,282179.1538461539,-6.678769230769232
237,Alicia Keys,98.46950000000001,230979.75,-7.0225
238,Wham!,120.07766666666667,269945.0,-11.44888888888889
239,The Clash,123.572,194733.0,-6.9025
240,Paramore,134.65540000000001,234584.4,-4.7185999999999995
241,Rick Astley,108.726,224373.14285714287,-10.266
242,SEVENTEEN,114.67400000000004,190921.3076923077,-4.409
243,(G)I-DLE,109.67633333333333,189190.66666666666,-3.0549999999999997
244,Roar,185.711,198213.0,-8.478
245,Niall Horan,111.825,232852.0,-8.467
246,Nelly Furtado,113.108,241711.0,-5.417000000000001
247,Sleep Miracle,59.509,248000.0,-30.397
248,Bee Gees,107.47345,233768.35,-10.0809
249,Cage The Elephant,127.65714285714286,219746.2857142857,-5.306214285714286
250,Grouplove,112.96,218013.0,-5.835
251,Foreigner,149.13750000000002,259937.16666666666,-8.256333333333332
252,Scorpions,118.59572222222222,286038.1111111111,-5.797499999999999
253,Boston,120.65366666666667,281639.6666666667,-9.427333333333333
254,The Strokes,126.96923255813952,227580.62790697673,-5.782744186046512
255,Billy Joel,129.29521875,278337.59375,-7.5436250000000005
256,George Ezra,116.33971428571427,198400.0,-5.723714285714286
257,The Lumineers,118.18550000000002,187579.875,-8.597875
258,Sean Paul,114.2147142857143,212737.2142857143,-4.896071428571429
259,2Pac,99.2975,275956.375,-5.30275
260,Britney Spears,110.65549999999999,238160.0,-4.2124999999999995
261,Jeremy Zucker,109.96616666666667,182650.83333333334,-10.010666666666665
262,Halsey,128.39721428571428,199754.2857142857,-5.686428571428571
263,Ellie Goulding,125.89070000000001,214654.1,-6.537899999999999
264,Bill Withers,83.74499999999999,212829.0,-11.187
265,American Authors,113.0265,200580.0,-4.0035
266,Owl City,158.07433333333333,226048.33333333334,-7.082
267,80purppp,114.04233333333332,115753.66666666667,-13.782666666666666
268,Empire of the Sun,123.4575,201493.0,-4.316
269,Led Zeppelin,106.10947619047619,324364.14285714284,-9.939047619047617
270,The Temptations,126.59866666666666,170911.0,-9.390333333333333
271,The Wanted,126.885,197935.0,-3.873
272,Oliver Tree,81.602,168616.75,-5.80275
273,Aaryan Shah,107.21157142857143,202217.42857142858,-9.482
274,Girls' Generation,123.915,202533.0,-1.248
275,Rixton,174.084,193733.0,-4.261
276,Pixies,81.2675,232099.5,-13.8535
277,AURORA,114.089,248826.0,-9.214
278,Smash Mouth,93.17750000000001,191886.5,-4.702500000000001
279,Masked Wolf,149.996,132780.0,-6.865
280,Matt Sassari,125.52125000000001,166534.25,-6.42075
281,Men I Trust,165.99,215110.0,-11.997
282,mazie,135.4605,113959.5,-7.5235
283,Cavetown,140.44383333333334,235672.33333333334,-9.8985
284,Franz Ferdinand,125.4595,227553.0,-7.382
285,Denise Julia,97.977,181224.0,-4.533
286,Mazzy Star,127.001,296746.5,-13.5495
287,Cyndi Lauper,140.68066666666667,235733.0,-9.086
288,Trevor Daniel,127.085,159381.0,-8.756
289,Soft Cell,157.35266666666666,327413.3333333333,-7.3406666666666665
290,Bob Marley & The Wailers,114.499375,218629.875,-9.728125
291,LISA,145.0565,184458.0,-8.2015
292,Mother Mother,138.085,219631.0,-3.643666666666667
293,Talking Heads,116.81333333333333,276382.0,-8.635666666666665
294,Katy Perry,129.84875,204556.25,-4.98125
295,Zara Larsson,117.90192857142857,194550.0,-5.430071428571429
296,Alessia Cara,131.355,206535.6,-8.0502
297,Two Feet,109.91233333333332,165528.33333333334,-7.739666666666667
298,Mild High Club,98.43166666666667,183787.0,-9.278
299,ENHYPEN,124.50960606060606,172801.0303030303,-4.774424242424242
300,Joan Jett & the Blackhearts,138.67533333333333,197053.0,-6.7683333333333335
301,Lil Peep,112.28129032258063,187383.38709677418,-7.321258064516129
302,Becky G,104.76400000000001,184644.83333333334,-5.3725
303,Buffalo Springfield,116.33599999999998,163046.5,-9.588000000000001
304,Jessi,102.474,185338.0,-4.455
305,Europe,115.526,289767.0,-6.556
306,The 1975,120.55400000000002,252156.7,-6.618549999999999
307,Weezer,121.4084814814815,218896.66666666666,-5.740703703703703
308,Shania Twain,115.39300000000001,234404.16666666666,-6.836166666666666
309,Audioslave,111.1962,279782.3,-4.509600000000001
310,The Backseat Lovers,162.279,282205.0,-9.973
311,Blur,146.813,179840.0,-7.6165
312,Luciano,150.704,215006.0,-8.654
313,Roxette,108.05799999999999,274966.25,-5.5255
314,The Mamas & The Papas,106.06620000000001,180839.6,-9.572
315,なとり,118.012,197093.0,-9.453
316,SEULGI,121.995,189413.0,-3.546
317,ITZY,120.30371428571428,178763.42857142858,-3.9001428571428574
318,aespa,113.37533333333333,208045.83333333334,-2.2111666666666667
319,Darius Rucker,129.347,252606.5,-7.220000000000001
320,Carrie Underwood,127.02533333333334,196573.33333333334,-5.122
321,Camilo,136.859,171871.33333333334,-4.4526666666666666
322,KALEO,131.85675,221052.75,-7.2035
323,TOMORROW X TOGETHER,126.83253846153845,197194.84615384616,-5.170461538461539
324,Hombres G,128.17579999999998,236031.8,-7.326400000000001
325,Megan Moroney,156.031,223119.0,-6.637
326,Tracy Chapman,89.163,244960.0,-13.027999999999999
327,Modjo,126.041,307153.0,-5.627
328,Kansas,110.12899999999999,264633.0,-8.211
329,Neil Diamond,63.05,203573.0,-16.066
330,Sublime,109.2798,195871.4,-5.718400000000001
331,Bruce Springsteen,119.80233333333335,225288.66666666666,-8.711
332,Ozzy Osbourne,119.67928571428571,298465.0,-6.226857142857143
333,Stealers Wheel,123.765,208946.0,-9.144
334,Sidhu Moose Wala,116.24684615384614,214727.87179487178,-5.599205128205128
335,Em Beihold,81.563,176288.33333333334,-7.519000000000001
336,MARINA,129.01450000000003,198814.33333333334,-4.503333333333333
337,Jamie Miller,106.51260000000002,175225.2,-5.295
338,Pamungkas,139.991,344571.0,-6.55
339,Rag'n'Bone Man,122.874,219906.0,-5.915
340,Shouse,123.028,241970.0,-7.114
341,ZAYN,146.676,194059.5,-4.9559999999999995
342,Van Halen,119.107,212301.77777777778,-6.928777777777778
343,Musical Youth,149.724,205426.0,-14.374
344,Stromae,117.9875,219106.0,-8.235
345,Indila,102.18806666666667,247133.2,-8.724733333333335
346,Gambi,155.997,123846.0,-9.817
347,Little Mix,172.966,247840.0,-4.016
348,Oasis,174.302,258773.0,-4.066
349,Mrs. GREEN APPLE,143.338,235284.25,-2.9438333333333335
350,Muni Long,133.953,204316.0,-4.746
351,bôa,93.206,203600.0,-9.414
352,salvia palth,117.396,134617.0,-11.854000000000001
353,Yusuf / Cat Stevens,128.72390909090907,164301.54545454544,-12.486545454545455
354,Clinton Kane,114.26114285714286,183316.0,-6.668857142857142
355,Corinne Bailey Rae,97.448,212663.25,-10.171
356,The Vamps,171.96,185097.0,-5.952
357,Vanessa Carlton,89.43299999999999,257919.5,-5.787
358,M.I.A.,157.8505,216360.0,-4.398
359,Strawberry Guy,106.7575,216577.5,-9.097
360,Aimer,103.06557142857143,260309.7857142857,-5.247214285714286
361,Limp Bizkit,103.72199999999998,255668.66666666666,-5.376833333333334
362,Rammstein,130.0658714285714,249207.84285714285,-5.541514285714285
363,Phoebe Bridgers,130.965,253718.0,-10.7665
364,beabadoobee,134.94133333333335,167957.0,-10.712333333333333
365,Dr. Dog,166.303,234800.0,-4.193
366,All Time Low,154.63375,205760.25,-3.8061249999999998
367,No Doubt,113.4005,240519.5,-4.6415
368,Tom Petty,104.85733333333333,203293.0,-11.245666666666667
369,Pinkfong,123.3861,98236.9,-4.774900000000001
370,Soundgarden,115.16055555555558,295807.0,-6.715222222222223
371,Mabel,128.39800000000002,174939.75,-4.28425
372,Phantogram,92.234,227160.0,-3.63
373,Skillet,133.44157142857142,219258.7857142857,-3.2967142857142866
374,Don Henley,176.941,288733.0,-13.741
375,Bonnie Tyler,137.04775,273048.25,-8.865749999999998
376,The Cure,151.836,236284.0,-7.641666666666667
377,Deftones,107.77600000000001,297790.6666666667,-5.098333333333334
378,Madrigal,88.002,188500.0,-11.211
379,Jimi Hendrix,117.53271428571428,217786.42857142858,-7.452285714285714
380,Ado,126.48633333333333,231564.66666666666,-3.458266666666667
381,PUBLIC,103.014,232906.0,-4.452
382,Toploader,119.397,232693.0,-3.463
383,Tai Verdes,98.62866666666666,166675.83333333334,-6.050166666666667
384,Zoe Wees,121.09766666666667,200949.66666666666,-4.819
385,Ritt Momney,91.066,210463.0,-10.778
386,BANNERS,74.988,219801.0,-5.497
387,Echosmith,130.027,237626.0,-6.279
388,Pink Floyd,115.79695238095239,345916.9285714286,-14.738773809523812
389,Rachel Platten,175.924,204013.0,-4.987
390,John Lennon,75.752,187866.0,-12.358
391,Cyril Kamer,127.971,193124.0,-5.731
392,Darci,125.68528571428574,171318.14285714287,-7.603571428571429
393,Alex & Sierra,145.879,185200.0,-8.554
394,LeeHi,122.907,240906.0,-7.451
395,Surfaces,105.997,183731.0,-5.807333333333333
396,Chimbala,129.995,177240.0,-2.158
397,La Oreja de Van Gogh,119.4357,236174.4,-6.8225999999999996
398,ZZ Top,129.92333333333332,223206.33333333334,-7.7156666666666665
399,The Jackson 5,147.365,178711.0,-8.362333333333334
400,Survivor,103.499,237873.0,-9.4665
401,Dolly Parton,97.027,184624.33333333334,-8.386000000000001
402,Adolescent's Orquesta,113.61926315789474,264756.15789473685,-6.676999999999999
403,Cutting Crew,135.47699999999998,294266.5,-12.3655
404,j-hope,99.72155555555555,141074.44444444444,-6.731666666666666
405,Kenny Loggins,157.17,215133.0,-6.056
406,KISS,129.3908888888889,221333.77777777778,-6.807222222222222
407,Everybody Loves an Outlaw,120.45249999999999,195012.5,-6.401999999999999
408,Pablo Alborán,111.78033333333333,221396.66666666666,-5.658666666666666
409,vaultboy,138.023,115401.0,-8.964
410,Walker Hayes,79.994,161853.0,-6.459
411,Lou Bega,174.06,220293.0,-6.752
412,Pearl Jam,116.74528571428573,280793.6785714286,-8.28207142857143
413,The Red Jumpsuit Apparatus,120.17400000000002,190291.33333333334,-3.8203333333333336
414,Fresh,143.011,195560.0,-6.545
415,Crystal Castles,118.47914285714286,214628.42857142858,-7.055857142857143
416,Bella Poarch,113.487,143738.25,-6.41925
417,The Turtles,120.44666666666667,167362.66666666666,-8.828333333333333
418,Sub Urban,79.056,209829.0,-1.864
419,X Ambassadors,103.55350000000001,194373.0,-6.086
420,K.Flay,109.47399999999999,210153.0,-5.186999999999999
421,Jet,105.046,213800.0,-3.435
422,Bazzi,126.0386,159227.4,-5.402600000000001
423,Ashe,119.819,201016.0,-8.618
424,The Outfield,126.0202,259493.0,-9.509200000000002
425,M83,115.49409999999997,245155.3,-8.6964
426,Fountains Of Wayne,118.06559999999999,187754.2,-6.3424
427,KAMRAD,118.021,147007.0,-7.459
428,Peter Bjorn and John,138.185,276693.0,-6.005
429,Sum 41,160.8022222222222,216836.66666666666,-5.074444444444444
430,Don McLean,113.193,325204.0,-14.507
431,Chuck Berry,133.59436363636362,152067.63636363635,-9.950636363636363
432,Beendo Z,138.043,143525.0,-9.038
433,Pink Sweat$,103.892,160197.11111111112,-9.27711111111111
434,Lifehouse,115.70427272727271,229847.0,-6.486909090909092
435,The Who,129.8231,243173.3,-10.2302
436,The Plot In You,120.66344444444445,218477.66666666666,-5.105
437,Sarah Cothran,120.48949999999999,176190.5,-7.5665000000000004
438,Sara Kays,111.64816666666667,199764.33333333334,-8.334166666666667
439,Anuv Jain,113.7885,225321.3,-11.7118
440,Avenged Sevenfold,131.35657142857144,335988.71428571426,-5.443095238095237
441,Gnarls Barkley,111.97,177466.0,-4.589
442,ASTN,92.554,149212.5,-8.704
443,Iyaz,91.031,182306.0,-6.323
444,Thin Lizzy,80.823,266720.0,-9.803
445,Ghostemane,115.058,151625.0,-7.498
446,Blind Melon,116.4035,210842.75,-9.344750000000001
447,Rob Zombie,124.22545454545457,222402.54545454544,-5.239318181818181
448,Blue Öyster Cult,141.71833333333333,263222.0,-9.616666666666667
449,Water Sound Natural White Noise,0.0,62250.0,-25.137999999999998
450,Danzig,148.366,204866.0,-9.45
451,Korn,94.149,242142.0,-5.695
452,Alien Ant Farm,126.928,209266.0,-4.261
453,YOASOBI,125.00694736842108,222805.63157894736,-4.080210526315789
454,Norah Jones,113.76755555555556,194701.0,-11.560222222222222
455,Current Joys,122.072,194733.0,-12.561
456,Still Woozy,129.1365,170261.5,-11.525
457,Penelope Scott,143.854,194165.0,-13.291
458,Genevieve Stokes,82.457,136733.0,-9.469
459,Her's,145.568,255067.0,-4.369
460,awfultune,105.06,134961.0,-9.0245
461,Vansire,107.89033333333333,147227.0,-10.121333333333334
462,Lonely God,175.797,68522.0,-6.635
463,Cody Fry,75.787,185176.0,-8.542
464,The Human League,123.47575,234109.75,-10.56525
465,Alejandro Sanz,128.98657142857144,284123.4285714286,-6.917428571428571
466,Jarabe De Palo,132.46866666666665,236754.0,-7.865666666666666
467,Keyshia Cole,116.714,255333.0,-4.285
468,Otis Redding,103.255,169804.0,-10.243
469,Tove Lo,122.43673684210528,201490.13157894736,-6.5239736842105245
470,Dead Or Alive,128.35250000000002,231119.5,-7.0025
471,Berlin,114.26774999999999,257495.25,-8.42275
472,Eric Clapton,122.89783333333332,242179.66666666666,-12.721499999999999
473,Pav Dharia,90.072,208000.0,-6.411
474,James Blunt,112.983,239059.75,-7.4625
475,347aidan,118.74111111111112,157979.0,-8.833555555555556
476,Thirty Seconds To Mars,140.6434210526316,253056.31578947368,-5.363105263157895
477,Madhur Sharma,134.25233333333333,181629.0,-7.3806666666666665
478,The Doobie Brothers,111.664,217266.0,-10.2275
479,Bastille,133.09799999999998,188163.0,-6.302333333333333
480,Mobb Deep,94.42525,272406.25,-6.10275
481,Marc Anthony,117.46091666666666,291399.0,-7.249666666666667
482,Rick James,125.99799999999999,226799.5,-8.4795
483,Etta James,107.49674999999999,180036.25,-8.14125
484,Red Velvet,130.47549999999998,203053.16666666666,-2.6833333333333336
485,The Animals,116.16375,239006.25,-8.968
486,Alice In Chains,120.5472380952381,268808.5238095238,-7.579095238095238
487,Incubus,116.28428571428572,236190.14285714287,-5.925000000000002
